hour	pa	na	uid
157	.0909091	0	1578
59	0	.3333333	1578
108	0	.0714286	1578
110	.0882353	.0294118	1578
161	.2666667	0	1578
64	.1111111	.037037	1578
95	.0571429	.0857143	1578
21	.125	.0416667	1578
23	.1714286	.0571429	1578
19	0	.125	1578
112	.1333333	.1333333	1578
162	0	.3333333	1578
117	0	0	1578
38	.1	.1	1578
40	0	.1034483	1578
39	0	0	1578
86	.0810811	.0540541	1578
111	.0357143	0	1578
70	.2857143	0	1578
20	.0416667	.0416667	1578
24	.0769231	.0769231	1578
163	0	.0625	1578
113	.1111111	.1111111	1578
94	.1666667	0	1578
122	0	.2222222	1578
91	.1034483	.0689655	1578
120	.0291262	.038835	1578
71	.08	0	1578
14	0	0	1578
74	0	0	1578
1	0	.1764706	1578
37	0	.3333333	1578
73	.0416667	.0416667	1578
43	.0322581	.0322581	1578
22	.25	0	1578
87	.0714286	.0357143	1578
96	.1666667	.0416667	1578
131	.1333333	0	1578
65	.0454545	.0454545	1578
152	0	0	1578
69	.0555556	.0555556	1578
61	0	.0909091	1578
133	.0869565	.0434783	1578
167	.1428571	.047619	1578
144	.2068966	.0344828	1578
109	.2307692	.0769231	1578
107	.0526316	0	1578
72	.0869565	0	1578
0	.037037	0	1578
18	0	.047619	1578
138	.1428571	0	1578
41	0	.0543478	1578
143	.1071429	0	1578
137	.0769231	0	1578
33	0	0	1578
42	0	0	1578
92	.04	.04	1578
119	.06	.06	1578
66	.0714286	.0714286	1578
13	.4	0	1578
90	.0789474	.0263158	1578
81	.25	0	1579
92	.0526316	.0526316	1579
158	.0384615	0	1579
157	0	0	1579
34	0	0	1579
160	0	0	1579
38	.1153846	0	1579
14	.1	0	1579
154	0	0	1579
44	.04	0	1579
12	.1538462	.0769231	1579
41	.08	0	1579
89	0	0	1579
58	0	0	1579
79	.125	0	1579
63	.03125	0	1579
132	.0625	0	1579
112	0	0	1579
110	.1818182	0	1579
104	.1190476	0	1579
105	.125	0	1579
156	.0952381	0	1579
163	.0434783	0	1579
39	0	0	1579
45	0	0	1579
135	0	0	1579
73	.04	0	1580
8	.0416667	0	1580
138	.0204082	.0408163	1580
22	.0638298	0	1580
32	.0425532	.0212766	1580
126	.0526316	0	1580
152	.0869565	0	1580
38	.0882353	.0294118	1580
55	.0697674	0	1580
81	.0833333	0	1580
153	0	.0666667	1580
130	.0126582	.0759494	1580
113	0	.0344828	1580
154	.047619	0	1580
10	0	0	1580
110	.03125	.0625	1580
135	.0377358	.0283019	1580
11	0	0	1580
133	.0555556	.0444444	1580
92	.030303	.030303	1580
82	0	.0277778	1580
144	.125	.0416667	1580
35	.0454545	0	1580
128	.0769231	0	1580
105	.0625	0	1580
166	.1666667	0	1580
116	.1521739	.0217391	1580
63	.0222222	.0444444	1580
18	.027027	.027027	1580
140	.0434783	.0434783	1580
62	.0333333	0	1580
160	.0487805	0	1580
155	0	0	1580
95	.0357143	.0178571	1580
103	.0483871	.0080645	1580
4	.09375	0	1580
71	0	0	1580
161	.05	.0333333	1580
20	.0897436	.0512821	1580
111	.1111111	0	1580
159	0	0	1580
65	.0641026	0	1580
48	.0555556	0	1580
115	.0666667	0	1580
86	0	0	1580
106	0	0	1580
90	.0909091	0	1580
47	.0833333	.0833333	1580
87	.0625	0	1580
15	.05	.05	1580
58	.1176471	0	1580
127	.1568628	0	1580
142	0	.0714286	1580
64	.0454545	.0151515	1580
164	.0531915	.0319149	1580
145	.0833333	0	1580
36	0	0	1580
14	.0416667	0	1580
56	.1666667	0	1580
13	.0769231	0	1580
108	.0909091	0	1580
79	.0857143	0	1580
43	.0208333	.03125	1580
44	.0555556	0	1580
104	.0384615	.0384615	1580
136	0	0	1580
139	.2105263	0	1580
85	.0175439	.0350877	1580
61	0	0	1580
69	0	.125	1580
59	0	0	1580
80	0	0	1580
93	.0952381	0	1580
0	0	.0416667	1580
165	0	0	1580
107	.04	.08	1580
134	.0163934	.0491803	1580
167	.0909091	.0227273	1580
1	.0645161	0	1580
132	0	0	1580
23	0	.0588235	1580
7	.25	0	1580
163	.0263158	.0263158	1580
162	.0952381	0	1580
91	.0625	0	1580
157	.025641	.0128205	1580
129	.0135135	.0135135	1580
41	0	.0408163	1580
33	.0410959	.0273973	1580
60	0	0	1580
114	.1086956	0	1580
100	.0208333	0	1580
137	.031746	.047619	1580
89	0	0	1580
96	.173913	0	1580
144	0	0	1581
137	.05	0	1581
165	0	0	1581
92	0	0	1581
21	.0666667	0	1581
48	.12	0	1581
59	.0526316	0	1581
161	.05	0	1581
91	.037037	0	1581
163	.0740741	0	1581
34	.047619	0	1581
97	.0666667	0	1581
155	.1	0	1581
130	.0789474	0	1581
10	.1111111	.0222222	1581
115	.15	0	1581
35	0	0	1581
125	0	0	1581
142	.1538462	0	1581
138	.0333333	0	1581
145	.0666667	0	1581
82	0	0	1581
15	0	0	1581
58	0	0	1581
13	.0990991	.027027	1582
81	.1666667	0	1582
17	.1025641	0	1582
108	.2325581	0	1582
133	.0795455	.0227273	1582
34	.1041667	0	1582
156	.1891892	0	1582
80	.3333333	0	1582
14	.0714286	0	1582
135	.125	.0416667	1582
67	.0625	.0208333	1582
137	.025641	.0512821	1582
160	0	0	1582
7	.0625	.0625	1582
59	.0613497	.0122699	1582
106	.0689655	.0517241	1582
165	0	0	1582
134	.0727273	0	1582
153	.0807453	.0248447	1582
161	.21875	0	1582
48	.0909091	0	1582
152	.125	0	1582
151	.0588235	0	1582
22	.047619	0	1582
140	0	.0526316	1582
20	.1076923	.0461538	1582
56	.1666667	0	1582
142	0	0	1582
91	.0568182	.0113636	1582
131	.0701754	0	1582
112	.0384615	0	1582
79	.2222222	0	1582
44	.1	.0333333	1582
21	.1428571	.0357143	1582
162	.125	0	1582
164	.0724638	.057971	1582
114	.0666667	.0666667	1582
0	0	0	1582
149	.0566038	0	1582
116	0	0	1582
65	.25	0	1582
61	.0533333	.0133333	1582
84	.2727273	0	1582
60	.1666667	0	1582
19	.125	0	1582
113	.0175439	.0175439	1582
45	.1	0	1582
150	.1666667	0	1582
68	.1875	.0625	1582
132	.0697674	.0232558	1582
115	.025641	0	1582
66	0	.0526316	1582
155	.0847458	0	1582
107	.0740741	0	1582
139	.0789474	.0263158	1582
125	.0769231	.025641	1582
158	0	.0810811	1582
88	.0764706	.0176471	1582
36	.03125	.0625	1582
89	.0740741	0	1582
87	.05	.025	1582
109	.0416667	.0208333	1582
117	.0526316	0	1582
82	.0434783	0	1582
42	0	.0434783	1582
12	.0384615	.0320513	1582
8	.1016949	.0169492	1582
128	.0588235	.0196078	1582
130	.1	.0125	1582
16	.2181818	0	1582
9	.15625	0	1582
10	.0533333	.0133333	1582
64	.1363636	0	1582
163	.2272727	0	1582
50	.25	0	1582
92	.0833333	0	1582
57	.1098901	.010989	1582
154	.0518519	.0148148	1582
37	.125	0	1582
52	.0909091	.0909091	1582
11	.076087	.0326087	1582
55	.0833333	0	1582
58	.1060606	.010101	1582
111	.0454545	.0454545	1582
41	0	.4	1583
142	.0322581	.016129	1583
128	0	0	1583
167	0	0	1583
32	0	0	1583
19	0	.0212766	1583
67	.0555556	.0555556	1583
163	.0232558	0	1583
141	.0344828	0	1583
143	0	0	1583
92	0	.0327869	1583
70	.0114943	0	1583
116	.0952381	0	1583
118	0	0	1583
134	.0714286	.0238095	1583
69	0	0	1583
68	.0222222	.0222222	1583
93	.0238095	.0238095	1583
117	0	0	1584
82	0	.0512821	1584
133	.0714286	.0102041	1584
89	.037037	0	1584
165	0	0	1584
64	0	.0588235	1584
58	0	0	1584
85	.0714286	0	1584
80	0	0	1584
95	.0392157	.0196078	1584
131	0	0	1584
51	.0492958	.056338	1584
13	0	.0769231	1584
159	.1111111	.0555556	1584
86	.042735	.025641	1584
137	.0681818	0	1584
23	.0166667	.0166667	1584
116	.030303	.030303	1584
63	.0694444	.0555556	1584
124	.0731707	.0487805	1584
69	.0506329	0	1584
65	.0416667	0	1584
16	0	0	1584
136	.0588235	.1176471	1584
38	.0652174	0	1584
61	.0416667	0	1584
26	.0131579	.0394737	1584
97	.0357143	.0357143	1584
1	.1333333	0	1584
62	.0240964	.0240964	1584
48	.0598291	.017094	1584
45	0	0	1584
75	.038835	.0291262	1584
130	.1052632	.0526316	1584
74	.027027	.0540541	1584
103	0	0	1584
110	.1666667	0	1584
73	.1136364	0	1584
109	.0722892	.0361446	1584
134	.0675676	.0135135	1584
2	.1	0	1584
146	.0454545	.0454545	1584
11	0	.0571429	1584
157	.0655738	0	1584
53	0	0	1584
3	.1578947	0	1584
164	.0606061	0	1584
143	.1052632	.0526316	1584
24	.0347222	.0208333	1584
67	.027027	.027027	1584
60	.0555556	0	1584
145	.0277778	.0277778	1584
37	.0366972	.0183486	1584
18	0	0	1584
113	.1666667	0	1584
42	.0151515	.0151515	1584
115	.0789474	0	1584
139	0	0	1584
122	.0740741	.037037	1584
84	.1034483	0	1584
144	.375	0	1584
21	.0232558	.0232558	1584
99	.0169492	.0338983	1584
91	.0806452	.0483871	1584
36	.05	0	1584
112	.0714286	.1428571	1584
47	.0444444	.0444444	1584
49	.0512821	.0384615	1584
71	.0416667	.0416667	1584
41	.0283019	.009434	1584
92	.0454545	0	1584
132	.047619	0	1584
138	.0925926	.0185185	1584
141	.0588235	.0294118	1584
147	.1333333	0	1584
120	.0416667	.0208333	1584
72	.0769231	.025641	1584
88	0	0	1584
25	.0631068	.0533981	1584
105	.1111111	0	1584
68	.0980392	.0196078	1584
70	.0909091	0	1584
43	.0675676	.0405405	1584
123	0	0	1584
156	.0569106	.0081301	1584
20	.0769231	.1538462	1584
161	.1071429	0	1584
162	.0555556	0	1584
118	.0763359	.0076336	1584
66	.0625	0	1584
46	.1136364	.0227273	1584
140	.075	0	1584
8	.1	0	1584
121	.0674157	.011236	1584
135	.0350877	0	1584
94	.030303	.030303	1584
96	.037037	0	1584
19	.0869565	.0108696	1585
108	.1428571	.2142857	1585
60	0	0	1585
31	.0909091	0	1585
20	.2222222	.0555556	1585
74	0	0	1585
98	.0625	.1875	1585
119	0	0	1585
22	.25	0	1585
71	.1052632	0	1585
162	.1666667	0	1585
40	.125	0	1585
100	.0909091	.030303	1585
115	.1428571	0	1586
44	.1666667	0	1586
145	0	0	1586
43	.0322581	0	1586
96	.0625	.03125	1586
18	.05	.1	1586
21	.04	0	1586
161	0	0	1586
144	0	.0384615	1586
46	0	.05	1586
73	.0833333	.0833333	1586
95	0	.0909091	1586
119	0	.25	1586
121	0	0	1586
72	.05	.05	1586
25	.0833333	.0208333	1586
110	.0909091	0	1586
51	.0571429	0	1586
12	0	.1111111	1586
118	.0434783	.0434783	1586
133	.3333333	0	1586
120	.0625	.0625	1586
0	.0222222	0	1586
95	.0645161	.0322581	1587
165	.04	.04	1587
72	0	0	1587
66	.0454545	0	1587
97	.25	0	1587
68	.0833333	0	1587
43	0	0	1587
42	.0909091	0	1587
160	0	0	1587
46	.25	0	1587
91	.0638298	0	1587
44	0	0	1587
143	.0869565	0	1587
155	.12	0	1587
48	.0463576	.0066225	1587
90	0	0	1587
23	.0769231	0	1587
93	.25	0	1587
47	.0164609	.0082305	1587
45	.0178571	0	1587
71	.0816327	.0204082	1587
92	.05	0	1587
95	.1481481	.037037	1588
16	.0833333	0	1588
139	.0851064	.0851064	1588
118	0	.009009	1588
163	0	.125	1588
12	.0434783	.0434783	1588
165	.1304348	0	1588
69	.1578947	0	1588
4	.3333333	0	1588
19	0	.1538462	1588
138	.030303	0	1588
92	.0454545	.1363636	1588
72	.6	0	1588
62	0	0	1588
65	0	0	1588
132	.0227273	0	1589
12	0	0	1589
142	0	0	1589
119	.0869565	0	1589
134	.0377358	.0377358	1589
46	.0625	0	1589
85	.0892857	.0178571	1589
113	0	0	1589
41	.1428571	0	1589
164	.0212766	.0212766	1589
167	.0612245	.0204082	1589
64	.04	0	1589
63	.0869565	0	1589
135	.0294118	0	1589
67	.0533333	.04	1589
18	.0123457	.037037	1589
140	.02	0	1589
152	.1	0	1589
128	0	.0434783	1589
35	.027027	0	1589
162	.025	0	1589
15	.05	0	1589
42	.037037	0	1589
40	.0714286	.0714286	1589
13	0	0	1589
55	0	.0909091	1589
94	.1	0	1589
19	.0869565	.0434783	1589
11	.025	.025	1589
45	.0306122	.0102041	1589
62	.0196078	.0588235	1589
8	.0666667	0	1589
160	.0487805	0	1589
116	.0238095	.0119048	1589
93	.1111111	0	1589
86	.1666667	0	1589
44	.0555556	.037037	1589
115	.0561798	.0224719	1589
165	.0952381	.0595238	1589
139	.0172414	0	1589
39	.027027	0	1589
88	.0689655	0	1589
104	.1176471	0	1589
38	.0480769	.0288462	1589
60	.0714286	0	1589
43	.027027	.018018	1589
59	0	0	1589
117	.0204082	.0408163	1589
109	.097561	.0243902	1589
57	0	0	1589
65	.0588235	0	1589
7	0	0	1589
92	.0393701	.023622	1589
163	.0625	0	1589
37	.0384615	0	1589
61	.0485437	.0291262	1589
58	.0196078	0	1589
154	.0645161	.0322581	1589
103	.0555556	0	1589
166	.0769231	.025641	1589
91	.0944882	.007874	1589
9	.025	.05	1589
69	.037037	.0123457	1589
110	.0681818	.0227273	1589
161	.025	.025	1589
118	.0357143	.0714286	1589
16	0	.1111111	1589
33	.1	.0333333	1589
14	.1428571	.1428571	1589
21	.1333333	0	1589
68	.0518519	.0518519	1589
138	.137931	0	1589
84	0	.1333333	1589
133	.1111111	.037037	1589
20	.0597015	.0298507	1589
141	.0612245	.0612245	1589
61	.047619	.0238095	1590
9	.0434783	.0434783	1590
0	.030303	.0909091	1590
135	0	0	1590
26	0	.1052632	1590
108	0	0	1590
23	.0238095	.047619	1590
56	.0909091	.0909091	1590
167	.1333333	0	1590
93	.1428571	0	1590
37	0	0	1590
113	.0909091	0	1590
43	0	.125	1590
72	.0714286	0	1590
35	0	.0526316	1590
34	.1	0	1590
54	0	.1	1590
121	.0126582	.0379747	1590
103	0	0	1590
120	0	0	1590
160	0	0	1590
112	.0833333	0	1590
153	.1052632	0	1590
67	0	.2	1590
31	0	.0645161	1590
13	0	.1333333	1590
71	0	0	1590
20	.0384615	.0384615	1590
70	0	.0666667	1590
19	0	.0434783	1590
42	0	.0689655	1590
118	.0714286	0	1590
143	0	0	1590
3	0	.1666667	1590
86	0	.0196078	1590
114	.1428571	0	1590
107	0	.0217391	1590
87	0	.1111111	1590
122	0	.0606061	1590
15	0	.1428571	1590
139	0	.0625	1590
110	0	.0454545	1590
131	.025641	.025641	1590
2	0	0	1590
90	.1818182	.0909091	1590
136	.1875	.0625	1590
92	.0625	0	1590
154	.125	.125	1590
129	0	0	1590
146	.0909091	.0909091	1590
10	.04	.02	1590
158	.125	0	1590
38	.030303	0	1590
49	.0434783	0	1590
66	.1333333	0	1590
91	0	0	1590
109	.0333333	.0333333	1590
48	0	0	1590
64	0	0	1591
151	.1111111	0	1591
124	0	0	1591
19	.0833333	0	1591
118	.1818182	0	1591
36	.1	0	1591
154	0	0	1591
91	.0645161	0	1591
17	.15	0	1591
34	0	0	1591
9	.0677966	.0508475	1591
138	.0416667	0	1591
158	0	0	1591
43	.0909091	0	1591
26	.0833333	0	1591
10	.0714286	0	1591
152	.0714286	.0238095	1591
136	.0454545	.0454545	1591
65	.0333333	0	1591
141	0	0	1591
140	.131579	0	1591
135	.0384615	.0384615	1591
44	0	0	1591
132	.0909091	0	1591
37	0	0	1591
4	0	0	1591
161	.2307692	0	1591
67	.0344828	0	1591
167	0	.0769231	1592
22	.1111111	.0555556	1592
87	.0714286	0	1592
111	0	.1111111	1592
138	0	0	1592
134	.0333333	0	1592
142	.1071429	.0357143	1592
92	0	0	1592
133	.0588235	0	1592
41	.0909091	0	1592
102	0	0	1592
106	0	0	1592
34	.1666667	0	1592
135	.2307692	0	1592
11	0	.1538462	1592
58	.1	.0333333	1592
104	.2105263	0	1592
38	.0555556	0	1592
95	.0434783	.0108696	1593
15	.0571429	0	1593
32	.0769231	0	1593
119	.1126761	.0140845	1593
54	.04	0	1593
136	.032967	.010989	1593
144	.0547945	.0182648	1593
21	.0621118	.0186335	1593
141	.0882353	.0147059	1593
120	.0762712	.0084746	1593
84	.0833333	0	1593
16	.0666667	0	1593
14	.05	0	1593
45	.1764706	.0294118	1593
18	.0679012	.0308642	1593
44	.027027	.027027	1593
110	.0526316	0	1593
111	.0166667	.0166667	1593
128	.0961538	.0192308	1593
60	.037037	.037037	1593
62	.1538462	.0769231	1593
154	.0425532	.0425532	1593
94	.0930233	.0697674	1593
70	.0614754	.0286885	1593
118	.0178571	.0535714	1593
104	.0465116	.0232558	1593
64	.1	0	1593
117	.0519481	.012987	1593
83	.0240964	0	1593
87	.0434783	0	1593
167	.0395137	.0121581	1593
71	.0517241	.0258621	1593
17	.0482759	.0137931	1593
46	.057971	.0144928	1593
47	.0392157	.0392157	1593
92	.015873	.031746	1593
69	.1621622	.0810811	1593
56	.0487805	0	1593
165	.0810811	.027027	1593
20	.0833333	.0333333	1593
67	.0869565	.0434783	1593
166	.0207254	.0259067	1593
155	.0540541	.027027	1593
158	.1282051	0	1593
37	.2105263	0	1593
107	.0571429	0	1593
23	.015873	.015873	1593
10	.0714286	0	1593
34	.0625	.0625	1593
163	.09375	0	1593
130	.0322581	0	1593
160	.0540541	0	1593
72	.0294118	.0882353	1593
140	0	0	1593
41	.2222222	0	1593
35	.0392157	0	1593
161	.075	.0375	1593
12	.057971	.0144928	1593
135	.1212121	0	1593
116	0	0	1593
88	.0277778	0	1593
19	.0471698	.0377358	1593
1	.0606061	.0212121	1593
13	.0104167	.0208333	1593
109	.0425532	0	1593
134	.0847458	0	1593
156	0	.0895522	1593
81	.0689655	0	1593
68	.0731707	.0243902	1593
22	.0671141	.0201342	1593
0	.025974	.038961	1593
139	.1176471	.0392157	1593
36	0	.0333333	1593
24	.028169	.0140845	1593
129	0	.04	1593
48	0	0	1593
40	.0350877	0	1593
86	.0609756	.0243902	1593
85	0	0	1593
133	.0645161	.0322581	1593
11	.08	0	1593
137	.0338983	.0847458	1593
142	.0569106	.0203252	1593
82	.0769231	0	1593
93	.1818182	0	1593
80	.0689655	.0344828	1593
113	0	.0217391	1593
143	.0762712	.0254237	1593
145	.1052632	0	1593
66	.0555556	.0138889	1593
102	0	0	1594
146	0	0	1594
156	.0634921	.031746	1594
118	.0319635	.0593607	1594
63	0	.05	1594
22	.057971	.1304348	1594
47	.0384615	.1153846	1594
68	.0727273	.0545455	1594
138	.15	.05	1594
144	.0833333	0	1594
121	.05	.15	1594
31	0	.5	1594
55	.0357143	.0714286	1594
67	.1836735	.122449	1594
106	0	0	1594
75	0	0	1594
71	.032967	.032967	1594
152	0	.1666667	1594
92	.1463415	.0731707	1594
110	.0416667	.0583333	1594
16	.0512821	.1025641	1594
93	.0909091	.0606061	1594
166	.1111111	0	1594
132	.028169	.0422535	1594
36	.1176471	.1176471	1594
78	0	.0714286	1594
151	.1	0	1594
117	.0458716	.0275229	1594
64	.0454545	.1136364	1594
139	.0416667	.0416667	1594
105	.0454545	.0227273	1594
158	.0833333	0	1594
20	.031746	.0793651	1594
147	.0214286	.0571429	1594
157	.0689655	.0344828	1594
85	.0138889	.0138889	1594
114	.0384615	0	1594
115	.0416667	.0416667	1594
45	.0454545	.0151515	1594
15	.1333333	0	1594
14	.047619	.047619	1594
108	.0277778	.1111111	1594
13	.0140845	.0985916	1594
133	.0666667	.0666667	1594
145	.0434783	.0869565	1594
163	.0212766	.0212766	1594
88	.0204082	.1020408	1594
69	.3333333	0	1594
95	.1212121	.030303	1594
60	.03125	.0625	1594
107	.0909091	0	1594
98	.0217391	.1304348	1594
66	.1153846	0	1594
19	0	0	1594
21	0	0	1594
127	.0909091	.0909091	1594
87	.0227273	.0909091	1594
124	0	0	1594
41	.025974	.0519481	1594
122	.0555556	.0555556	1594
94	.0655738	.1147541	1594
54	.1538462	0	1594
109	0	.0952381	1594
65	.04	.04	1594
30	.0909091	.0454545	1594
148	0	0	1594
8	.0196078	.0196078	1594
24	.0454545	.030303	1594
39	.1034483	.0344828	1594
140	.0909091	.1363636	1594
49	0	.0967742	1594
10	.0576923	.1153846	1594
141	.0377358	.0377358	1594
143	0	0	1594
86	.0309278	.0515464	1594
136	.0384615	.1923077	1594
18	0	.125	1594
137	.1111111	0	1594
7	0	.1428571	1594
96	.0588235	0	1594
167	.15	.05	1594
120	0	0	1594
113	.0298507	0	1594
153	0	.125	1594
59	.030303	.0909091	1594
46	.0263158	.0263158	1594
17	.0666667	0	1594
159	.1	0	1594
123	.0952381	.047619	1594
38	.0277778	.0277778	1594
160	.1111111	.0555556	1594
126	0	.1428571	1594
119	0	.0322581	1594
134	.1363636	.0454545	1594
70	.0625	.109375	1594
79	.04	.04	1594
1	0	.05	1594
84	.0454545	.0833333	1594
23	.0638298	.0106383	1594
72	0	0	1594
26	.0833333	.0833333	1594
161	0	0	1594
129	.0566038	.1509434	1594
62	.0394737	.0263158	1594
42	.0481928	.0361446	1594
37	.0285714	.0285714	1594
142	.1666667	0	1594
80	.1	0	1594
12	0	.1052632	1594
135	.0172414	.0344828	1594
2	.0666667	0	1594
111	.0365854	.0243902	1594
91	.047619	0	1594
164	.0638298	.106383	1594
160	.0566038	.0188679	1595
157	0	0	1595
20	.0277778	.0833333	1595
89	.1612903	.0967742	1595
167	.0169492	.0677966	1595
47	.0222222	.0666667	1595
142	.0952381	0	1595
107	.0294118	.0294118	1595
33	.0666667	.0333333	1595
38	.0714286	.0178571	1595
146	.0909091	0	1595
119	.0487805	.0243902	1595
67	0	.0645161	1595
158	.0322581	.0322581	1595
94	.0588235	.0392157	1595
99	0	.0555556	1595
133	.0606061	0	1595
71	.0483871	.0322581	1595
156	.1818182	.1818182	1595
115	.1190476	.0714286	1595
23	.0655738	.0655738	1595
130	0	0	1595
120	.0697674	.0232558	1595
83	.0535714	.0357143	1595
13	.0909091	.0909091	1595
36	.0285714	.0428571	1595
41	.0487805	.0731707	1595
121	0	0	1595
117	.05	.05	1595
144	.0588235	0	1595
63	.0769231	0	1595
37	0	0	1595
127	.0909091	0	1595
163	.0909091	0	1595
73	0	0	1595
68	.0625	0	1595
64	.037037	0	1595
45	.0588235	.0588235	1595
65	.0555556	.0138889	1595
18	.1111111	0	1595
159	0	.0652174	1595
114	0	0	1595
141	0	0	1595
66	.1111111	.1111111	1595
74	.0769231	0	1595
137	.0769231	.0192308	1595
162	.0689655	0	1595
25	.1111111	0	1595
110	.0789474	.0131579	1595
96	.1515152	0	1595
91	.0185185	.0555556	1595
69	.05	.0333333	1595
135	.05	0	1595
15	.0588235	.1176471	1595
164	0	.0952381	1595
49	.1162791	.0465116	1595
95	.0697674	0	1595
42	.0689655	.0344828	1595
62	.0344828	0	1595
70	.1	0	1595
32	0	.125	1595
109	.0357143	0	1595
31	0	0	1595
22	.0487805	0	1595
111	.0540541	.027027	1595
72	.0869565	.0217391	1595
75	0	0	1595
12	.08	0	1595
46	.030303	.0757576	1595
166	.0666667	0	1595
139	.027027	0	1595
118	.0519481	0	1595
60	0	.0357143	1595
21	.0625	0	1595
48	.0344828	.0689655	1595
58	.1111111	0	1595
143	0	0	1595
59	.0487805	.097561	1595
152	0	0	1595
86	.2272727	0	1595
39	.0731707	0	1595
132	0	0	1595
14	0	0	1595
112	.0625	0	1595
97	.5	0	1595
165	0	0	1595
155	.1	.1	1595
84	.0857143	.0285714	1595
113	.0681818	.0227273	1595
154	.0666667	0	1595
19	.0666667	.0222222	1595
79	.1538462	.0769231	1595
81	.1212121	0	1595
9	.1304348	.0434783	1595
88	.0606061	.1212121	1595
117	.06	0	1596
160	0	.0454545	1596
141	.0224719	.0674157	1596
118	.0384615	0	1596
38	0	0	1596
159	0	.0625	1596
13	0	.1111111	1596
47	0	0	1596
166	.0851064	.0425532	1596
21	.0506329	.0126582	1596
60	0	0	1596
131	.0714286	0	1596
67	.0232558	.0465116	1596
142	.050505	.020202	1596
20	.0217391	.0652174	1596
70	.0454545	0	1596
43	.04	0	1596
84	.0851064	0	1596
93	.0204082	.0408163	1596
19	.0526316	.0526316	1596
116	0	0	1596
32	.0416667	0	1596
156	.0434783	0	1596
108	0	0	1596
71	.1764706	.0294118	1596
68	.0740741	0	1596
154	.0384615	0	1596
10	.0181818	.0181818	1596
11	.0740741	0	1596
81	.04	.04	1596
31	0	.125	1596
114	.0689655	0	1596
94	.0204082	0	1596
35	0	0	1596
44	0	0	1596
132	.0344828	.0344828	1596
59	0	0	1596
132	.0425532	0	1597
39	.0526316	0	1597
27	0	0	1597
65	0	.1333333	1597
131	.1016949	0	1597
35	.0526316	0	1597
150	.0625	0	1597
41	.0882353	0	1597
156	.1129032	.016129	1597
109	.1162791	.0232558	1597
140	.1304348	.0434783	1597
124	0	0	1597
136	.0338983	.0169492	1597
22	.04	.04	1597
121	.0444444	.0222222	1597
32	.0967742	0	1597
62	.08	0	1597
10	0	.1666667	1597
129	0	0	1597
71	.1458333	0	1597
0	.0217391	.0217391	1597
104	.1111111	0	1597
11	.2	0	1597
64	.0588235	.0098039	1597
163	.2121212	0	1597
25	.03125	0	1597
42	.0512821	0	1597
84	.2727273	0	1597
116	.0689655	.0172414	1597
105	.0735294	.0441176	1597
75	.0666667	.0333333	1597
67	.0769231	.0512821	1597
69	.125	0	1597
138	.1666667	.25	1597
106	.0526316	0	1597
74	.0714286	0	1597
68	.0444444	0	1597
38	.0740741	.037037	1597
142	.0597015	0	1597
147	.1052632	0	1597
56	.1333333	0	1597
16	.0714286	0	1597
46	.1428571	0	1597
48	0	0	1597
34	.0172414	0	1597
58	1	0	1597
12	.0714286	0	1597
93	.1132075	.0188679	1597
148	0	0	1597
159	0	0	1597
37	.060241	0	1597
19	.2666667	.0666667	1597
2	.025641	.025641	1597
33	.0921053	0	1597
118	.25	.125	1597
85	.0810811	0	1597
59	.1090909	.0181818	1597
81	.0294118	0	1597
135	0	.0714286	1597
115	.25	0	1597
52	.1818182	0	1597
164	.04	0	1597
160	.0740741	0	1597
3	.0454545	0	1597
13	.0447761	.0149254	1597
61	.0967742	0	1597
158	.0606061	0	1597
117	.1	.0333333	1597
144	.0652174	.0434783	1597
86	.0243902	.0243902	1597
154	0	0	1597
143	0	0	1597
91	.4	0	1597
141	.1219512	0	1597
47	.0806452	.0322581	1597
157	.125	0	1597
130	.1607143	0	1597
36	.0941176	0	1597
90	.0540541	.027027	1597
23	.0666667	.0666667	1597
26	0	0	1597
60	.0204082	0	1597
14	.0819672	0	1597
9	.2142857	0	1597
88	.1	0	1597
87	.0666667	0	1597
28	0	0	1597
82	.0909091	.1818182	1597
66	.0434783	0	1597
18	.0909091	.0454545	1597
6	.1785714	0	1597
18	.0555556	0	1598
77	0	0	1598
43	.0444444	0	1598
28	.0519481	0	1598
118	.2	0	1598
152	0	0	1598
31	.0625	0	1598
66	.0616114	0	1598
51	.2142857	0	1598
119	.0714286	0	1598
75	.25	0	1598
91	0	0	1598
5	.0344828	.0689655	1598
102	0	0	1598
149	0	0	1598
60	.1111111	0	1598
25	0	0	1598
98	.125	0	1598
151	0	0	1598
150	.3333333	0	1598
69	.0293399	.0012225	1598
2	.0606061	.030303	1598
67	.0149254	.0298507	1598
21	0	0	1598
6	.0438596	.0087719	1598
96	.3333333	0	1598
146	.1111111	0	1598
47	0	0	1598
53	.125	0	1598
128	0	0	1598
114	0	0	1598
42	.1538462	0	1598
23	.0267857	0	1598
30	.2857143	0	1598
26	0	0	1598
76	.25	0	1598
40	.0285714	.0285714	1599
62	.1354167	.0104167	1599
72	.0204082	.0204082	1599
73	.2	.1	1599
69	.1388889	0	1599
36	.1372549	0	1599
94	.0434783	0	1599
2	0	0	1599
21	0	.0526316	1599
160	.0588235	0	1599
86	0	.0222222	1599
112	0	0	1599
48	0	.0322581	1599
157	.3	0	1599
134	.03125	0	1599
130	.2	0	1599
1	0	.0833333	1599
